track_title,valence,lyrics,album_yr
Outro: Propose ,0.514,"i give it to you
although it was a bit awkward, i want to give it all to you
i give it to you
to me, who sometimes cries and laughs, it’s only you
for you

the moment i first saw you
with short hair and a pretty school uniform
i only remember that image
you can’t go anywhere
you have to only look at me too
i don’t know why my heart is like this
i only think of you always
i’ll become a rhythm and a song
and sing it for you

(good to you)
i only have you
(good to you)
even if i’m far away
always stay by my side
(good to you)
you’re my everything
even if the difficult tomorrow comes
hold my hand

i give it to you
although it was a bit awkward, i want to give it all to you
i give it to you
to me, who sometimes cries and laughs, it’s only you
for you
(good to you)
(good to you)
good to you",2014
Miss Right ,0.855,"you're my miss right, miss right
if i lose you, it’s a miss, right? miss right? (all right)
you're my miss right, miss right
girl you want my kiss, right? miss right (all right)

your sexy mind and your sexy body
you were even born with sexy brain wrinkles
just in jeans, a white tee and converse high tops
that makes me wanna party on your body
at the end of of your long, shiny hair
your gentle hips sing
you’re like a forest, shining inside the city
with that unrealistic body, you embrace my reality
and i want you to be really really real for me
sometimes like my mom, sometimes you’re my energy
i’m an honest guy
i’m so nice on the outside that my enemies can’t stop being honest
you’re so different from the normal people outside
that’s why you’re called the ideal type
yeah, when i think of you, my heart grows cold
you’re my winter ocean, i want to walk by you

yes you’re my only girl, you’re the best
i want to know about your day, i want to become your sighs
yes you’re my only girl, you’re the best
you’re someone who only exists in the movies

even the weather is good, i think i’m perfect with you
wanna walk together? wanna walk together?
even the weather is good, i think i’m perfect with you
you’re someone who only exists in novels
it’s you

how can a person be like this?
i start to feel like i’m the only one living in this world
you pass by my side
a sweet wind called you is blowing in my heart
even if you don’t put on makeup
you’ll put on your perfume called attraction
i never believed that there was a god
but now you make me believe because to me, you’re a goddess
whether you’re young or old, whether you have a hidden child
i don’t care because i love you
if i’m with you, anywhere we go is a flower garden
instead of holding designer bags, you hold my hand
instead of jealousy and envy, you understand my nature
with you, i draw out my future
in between our couple shoes are a pair of baby sneakers

yes you’re my only girl, you’re the best
i want to know about your day, i want to become your sighs
yes you’re my only girl, you’re the best
you’re someone who only exists in the movies
it’s you

i think she has come, i’m in front of the person who shakes up my heart
i think i’m attracted to you like a magnet, right now
your life, your heart, your face, your line
like a piece of a puzzle, you fit into my ideal type
oh god, i’m like the wind that is led by the weather that is you
you’re a flower, i’m a bee, i’m only going toward you
yo
i told you many qualifications ’bout my miss right
but why you’re my miss right is... you are...
just you

yes you’re my only girl, you’re the best
i want to know about your day, i want to become your sighs
yes you’re my only girl, you’re the best
you’re someone who only exists in the movies

even the weather is good, i think i’m perfect with you
wanna walk together? wanna walk together?
even the weather is good, i think i’m perfect with you
you’re someone who only exists in novels
it’s you",2014
Intro: 화양연화 (The Most Beautiful Moment In Life) ,0.257,"the rim looks farther away today
sighs are building on top of the court
the boy is afraid of reality
but his heart is at peace only when he throws the ball
throwing the ball by himself
what i’m shooting at the rim
are my countless thoughts and worries
i pretend to know the world but my body is still not ready
shoot, the court is my playground
with my movements, a small ball bounces next to my feet
the results are as low as the floor
but i just shout out loud to the world that everything’s gonna be alright
but the world gives me fear, then just stop
thoughts fill my head and instead of the ball, i throw my future
because of the other’s standard of success
my worries spread like cancer again, god damn it
along with the thrown ball, laughter starts to spread
my breath rises to my chin, my dreams squirm about
the dribbles get faster, my heart gets happier
this moment feels like it’ll last forever but the sun is setting
when the night comes again, reality gets destroyed
when i snap out of it, i’m just a scared idiot again
i keep getting scared at the looming sense of reality
others are running ahead but why am i still here?
breathe or dream
row the oars along with your heartbeat
if you are trapped in the other’s thin judgements
then the sun will set on your life like a court
what am i doin’ with my life
this moment won’t ever come again
i’m asking myself again, am i happy right now?
the answer is already there, i’m happy",2015
I NEED U ,0.71,"fall fall fall, scattering apart
fall fall fall, falling

because of you, i’m becoming ruined
i wanna stop, i don’t want you anymore
i can’t do it, this sucks
please don’t give me any excuses

you can’t do this to me
all of the things you said are like a mask
it hides the truth and rips me apart
it pierces me, i’m going crazy, i hate this
take it all away, i hate you

but you’re my everything (you’re my)
everything (you’re my)
everything (you’re my)
please go away huh
i’m sorry (i hate you)
i love you (i hate you)
forgive me

i need you girl
why am i in love alone, why am i hurting alone
i need you girl
why do i keep needing you when i know i’ll get hurt?
i need you girl, you’re beautiful
i need you girl, you’re so cold
i need you girl i need you girl
i need you girl i need you girl

it goes round & round, why do i keep coming back
i go down & down, at this point, i’m just a fool
whatever i do, i can’t help it
it’s definitely my heart, my feelings but why don’t they listen to me
i’m just talking to myself again, talking to myself again
i’m just talking to myself again, talking to myself again
you’re not saying anything, please, i’ll treat you well
but the sky is blue, the sky is blue

the sky is blue and the sun is shining
so my tears are even more noticeable
why is it you? why did it have to be you?
why can’t i leave you?

i need you girl
why am i in love alone, why am i hurting alone
i need you girl
why do i keep needing you when i know i’ll get hurt?
i need you girl, you’re beautiful
i need you girl, you’re so cold
i need you girl i need you girl
i need you girl i need you girl

girl, just tell me you wanna break up
girl, just tell me it wasn’t love
i have no courage to say that
give me my last gift
so i can’t ever go back to you

i need you girl
why am i in love alone, why am i hurting alone
i need you girl
why do i keep needing you when i know i’ll get hurt?
i need you girl, you’re beautiful
i need you girl, you’re so cold
i need you girl i need you girl
i need you girl i need you girl",2015
잡아줘 (Hold Me Tight),0.395,"i empty my drink but it gets filled with loneliness
i should’ve just given in, why did i argue all the time?
even the trash bag thrown away on the street makes a lonely sound in the wind
all i did was color you in my white, blank paper
but then i realized, it already became a finished picture
you and i are like cell phones, when we’re apart you know we’ll be broken
only your scent completes me
hurry and hug me

i can only see you
i can only see you alone
look, i’m fair with everyone else but you
now i can’t live a day without you, please

hold me tight, hug me
can you trust me? can you trust me? can you trust me?
pull me in tight
hold me tight, hug me
can you trust me? can you trust me?
please, please, please pull me in and hug me

you still shine
you’re still like a scented flower
now trust me, hold me once again
so i can feel you, hold me
without you, i can’t breathe
i’m nothing without you
open my closed heart, drench my heart
so i can feel you, hold me

your arms, your warmth, your heart
i want to see it all, i beg you
this moment, even the warm flower scented wind
even the sky without a single cloud
everything feels cold and i’m even scared of the clear sky
if you’re not here, i’m just a corpse, so how can i breathe?
it hurts, i’m always cry cry cry
i’m going crazy, exhausted without you
i think of you without stopping
i hate it all, i hate every single day
it makes me cry, ring ding dong
if there’s a chance, i’ll catch you
i’m running, it’s starting, count down
i’m ready to be cut by your rose-like embrace, as i hold you again

i can only see you
i can only see you alone
look, i’m fair with everyone else but you
now i can’t live a day without you, please

hold me tight, hug me
can you trust me? can you trust me? can you trust me?
pull me in tight
hold me tight, hug me
can you trust me? can you trust me?
please, please, please pull me in and hug me

your cold face tells me everything rather than words
i can see a break up rising over me like a high tide
i know it will soon be our last but i can’t let you go
don’t talk, don’t leave, just quietly hold me girl

hold me tight, hug me
trust me, trust me, trust me
hold me tight, hug me
can you trust me? can you trust me?
please, please, please pull me in and hug me

you still shine
you’re still like a scented flower
now trust me, hold me once again
so i can feel you, hold me",2015
쩔어 (DOPE) ,0.622,"welcome, it's your first time with bts, isn't it?

ayo ladies & gentleman
if you’re ready, i’ll start, yeah
i am different from the other guys
with my style, with my, my, my, my style

i worked all night, everyday
while you were out clubbing
don’t be surprised, listen every day
i got a feel, i got a feel

i’m kinda dope

we're drenched, drenched, drenched
in sweat, in our practice room
look, my great, great, great
dance moves prove it all
all the weak, loser, whiny idiots
they have nothing on me
cuz i'm full of hope haha

ok we're dope from head to toe
over half of the day, we drown in work
even if our youth rots in the studio
thanks to that, we're closer to success
girls, shout louder
make it ring, ring

i worked all night, every day
while you were playing in the club
i am different from other guys
i don’t wanna say yes
i don’t wanna say yes

make some noise, all right
till your body burns up, all night (all night)
cause we got fire (fire!)
higher (higher!)
i gotta make it, i gotta make it
it’s dope

i reject rejection
i'm always over the top
dope, dope, dope, dope
i reject rejection
you all work for me
dope, dope, dope

given up on 3? given up on 5??
i like the number 6, how about giving up on 6?
the media and adults say we don’t have willpower, condemning us like stocks
why are they killing us before we can even try, enemy enemy enemy
why are you hanging your head and accepting it already? energy energy energy
don’t ever give up, you know you not lonely
our dawn is prettier than the day
so can i get a little bit of hope yeah
wake your sleeping youth, go

i worked all night, every day
while you were playing in the club
i am differently from other guys
i don’t wanna say yes
i don’t wanna say yes

make some noise, all right
till your body burns up, all night, all night
cause we got fire fire
higher higher
i gotta make it, i gotta make it
it’s dope

i reject rejection
i was always too much
it’s dope
reject rejection
you're all my slaves
everyone follow me
it’s dope

this  is bts style
different from those lying wack jobs
every day is hustle life
i gotta make it fire baby
this is bts style
different from those lying wack jobs
every day is hustle life
i gotta make it
i gotta make it
i’m kinda awesome

say what!
say wo~ wo~
say what!
dope dope dope",2015
흥탄소년단 (Boyz With Fun) ,0.751,"we’re here, the fun boys
here, here, the fun boys
we’re here, the fun boys
fun, fun
i don’t even know myself

we’re here, the fun boys
here, here, the fun boys
we’re here, the fun boys
fun, fun

the fun boys go until the dawn moon sets
this is so fun, all fakeness has gone home
so even if you’re tone-deaf or rhythm-deaf
it doesn’t matter, throw your timidness away
we’re having fun, fun fun fun
come gather here, i see your shoulder dance

let’s ride go with me
i see the peak over there
add on another prize to my days, i’m becoming weird
you can’t go to the peak by being normal baby
fun, fun, the engine is on
fun, fun, the speed is fast
look at me, i’m gonna go crazy today, don’t stop me
leave, leave, if you don’t wanna, just go home

the moment the music flows
i think i’ll go crazy, hey
you’re gonna be shaken by my body
right now, this moment

don’t ask me, i was always like this
i don’t even know, cuz i’m me from start to finish
wo wo wo wo
wo wo wo wo

we’re here, the fun boys
here, here, the fun boys
we’re here, the fun boys
fun, fun
i don’t even know myself

my fatal body movements
my insanity is crazy
i wanna do everything my way
so don’t touch me
though i’m the oldest, no no no
though they play with me, no no no
who cares?
i’m satisfied, ok

yo my name is v
i set the tone for the competition

hey hey hey stop stop!
take your pick, take your pick, hoshik, take your pick
if hope is with us, we won’t know time is passing
let’s wash ourselves with sweat
today, i’m it, mini miney mo
stop saying nonsense, you’re draining my energy
don’t even think about talking behind my back, i’m quick
i’ll bite you with my teeth till i see blood
did you eat? in chinese it’s chi fan le ma

the moment the music flows
i think i’ll go crazy, hey
you’re gonna be shaken by my body
right now, this moment

don’t ask me, i was always like this
i don’t even know, cuz i’m me from start to finish
wo wo wo wo
wo wo wo wo

all you fun people gather here
gather here
any other fun people?
get behind me
all you fun people gather here
gather here
any other fun people?
get behind me

don’t ask me, i was always like this
i don’t even know, cuz i’m me from start to finish
wo wo wo wo
wo wo wo wo

we’re here, the fun boys
here, here, the fun boys
we’re here, the fun boys
fun, fun
i don’t even know myself",2015
Converse High ,0.815,"your converse high
your converse high
your converse high
converse high

i’m so into your converse highs
i can’t help it
i’m so into your converse highs
i like it so much

if i had only one day
i will go see the person who created converse highs
then i’ll tell that person, you saved the world
you made that girl born again
f your chanel f your alexander mcqueen
f your raf simons, just come here and check it
you can buy two pairs with just 100 dollars, you know what i want
white t-shirt, jeans and red converse highs, that’s it

alright, red orange yellow green blue violet indigo
the rainbow on your feet is shot like rambo
it aims at me, bang bang, shout out wow wow
together with your body makes me go hukhuk
big taxi, big cycle, big subway
no thanks, i wanna ride the big bus
rather than the stars in the sky, i wanna see the stars on your shoes
haha, without namjoon knowing

if brushed, it's meant to be
if soaked into, it's love
someone said that
but i've already been colored by you
i like you but still don’t wear converse lows

i’m so into your converse highs
i can’t help it
i’m so into your converse highs
i like it so much

your converse highs
i really really want yo
converse high
i really really like yo
converse high
i really really need yo
converse high converse high

converse converse, i really hate a converse
when you look all flashy with your black stockings
and your high heels, that’s just a lie
but you look better with jordan numbers
ha don’t you know? converse kill your charms
anyway, when you meet me, don’t wear converses
it’s too hard to take them off of you

if brushed, it's meant to be
if soaked into, it's love
someone said that
but i've already been colored by you
i like you but still don’t wear converse lows

i’m so into your converse highs
i can’t help it
i’m so into your converse highs
i like it so much

your converse highs
i really really want yo
converse high
i really really like yo
converse high
i really really need yo
converse high converse high

your converse highs
i really really want yo
converse high
i really really like yo
converse high
i really really need yo
converse high converse high
converse high",2015
이사 (Moving On) ,0.929,"ayo suga
i remember how we came here three years ago
when you and i used to fight all the time
the wallpaper, bathroom and veranda were all blue
back then i thought this was a big place
but my ambition grew too big
that big house became too small now
when the nine trainees shared a 17-pyung house
seems like it was just yesterday, we grew up a lot
good things were always other people’s things
we were always hoarse from an uncertain future and worries
seeing all the senior artists at the end of the year awards
let’s not forget those things but put them away
this place smells like us
let’s not forget this scent, wherever we are
we cried a lot and laughed a lot but it was so beautiful
nonhyeon-dong, 3rd floor, thank you

let’s move
goodbye to this place, that we grew attached to
let’s move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

three years felt so short but so long
a lot of things happened, there were many memories
i remember now that we’re about to leave
traces of being used like bank accounts and credit cards
as much as the place was small, we were bound together tighter
fight right here, hitting each other sometimes
maybe that’s why but we have good feelings and bad feelings of love too
even the dust will be cleared now
there’s more stuff than the beginning, i have more than when i started too
now let’s take our pride and go toward a bigger world with a bigger dream
a new start, a new beginning
excited to see how it will become
move the boxes, hold your place, wipe the dust
after you’re done, let’s get a bowl of black bean noodles, that’s right

let’s move
goodbye to this place, that we grew attached to
let’s move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

ever since i was born
i counted the days for my first move
i remember, why i had to move
the machine in my mom’s heart and the big scar
in winter of 2010 at daegu
the childish me used to measure the size of the world
the reason why we moved into a business
was because of all the bad things people said, saying we follow money
so moving left many things with me
whether i liked it or not, it changed a lot in my life
my life was about paying rent, i know
i lived with my pride put into the down payment
so i’m gonna move again
i’m gonna have a dream, a level higher than being an idol
when will i stop having to move again?
i hope it comes quickly

let’s move
goodbye to this place, that we grew attached to
let’s move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

let’s move
goodbye to this place, that we grew attached to
let’s move
now to a higher place
while taking the last box out of the empty room
i looked back for a moment
times we cried and laughed
goodbye now

everyone’s afraid of changes
staying, moving on, staying, moving on
we keep repeating the same things again and again
i guess that’s life, i’m afraid
old or new, new or old, that isn’t really important
what’s important is, that we still breathe and live in the same place
so let’s move on",2015
INTRO : Never Mind ,0.397,"i only look forward and run
without having time to look around
without me noticing, i have become the pride of my family
and i have succeeded to some extent
they say teenage years mess you up
i think of it suddenly
at that time i was young
and had nothing to fear
a few times defeated isn’t much
if there’s anything that’s different it’s my height
and also being a bit more mature for my age
from the underground workplace in namsandong
my beat has been laid out until apgujeong
the origin of youth
everyone said it, don’t go overboard
if you act as if you’re a know-it-all and will be making music
you will make your home go broke
from that point onwards, i didn’t care
no matter what anyone said
i only lived how i wanted, guided by only my beliefs
in your eyes, how do you think i’m doing right now
how do you think i am
i want to ask the several people who prayed for me to screw up
does it seem like my home is going broke, you bastards?

i don’t give a shit i don’t give a fuck
like i always said hundreds of time every day, “never mind me”
i can have a taste of failure and frustration and bow my head
we are still young and immature, don’t even worry about it
moss surely grows on a stone that doesn’t roll
if you can’t return, go straight through your mistakes and forget them all
never mind
it’s not easy but engrave it onto your chest
if you feel like you’re going to crash then accelerate more, you idiot
come on

never mind, never mind
no matter how thorny the road is, run

never mind, never mind
there are lots of things in the world that you can’t help
you better

never mind, never mind
if you feel like you’re going to crash then accelerate more, you idiot
never mind, never mind
we’re too young and immature to give up, you idiot
never mind

if you feel like you’re going to crash then accelerate more, you idiot
if you feel like you’re going to crash then accelerate more, you idiot
never mind",2015
Run ,0.55,"you’re my sun, the one and only in this world
i bloom for you, but you make me thirsty
it’s too late, too late
i can’t live without you
even if i‘m drying out, i try harder to reach you

but it’s no use, it’s a dream to be broken
i run and run, but i’m not getting anywhere
just burn me out, yes
keep pushing me away
this is a fool, crazy in love, chasing in circles

make me run
make me run more
let my feet rip apart with wounds
at least i can smile when i see you

i run, run, run
i can’t stop
run, run, run again
i can’t help it
this is all i can do anyway
all i know is how to love you
run, run, run again
it’s okay to fall
run, run. run, again
it’s okay to get hurt
i’m alright, even if i can’t have you
pitiful destiny, point your finger at me
(run)
don’t tell me bye bye
(run)
you make me cry cry
(run)
love is a lie lie
don’t tell me, don’t tell me
don’t tell me bye bye

everyone says it’s over, but i can’t stop
is this sweat or tears, i can’t really tell oh
my love stripped bare, the stormy winds
they make me run again, my heart beats again

make me run
make me run more
let my feet rip apart with wounds
at least i can i smile when i see you

i run, run, run
i can’t stop
run, run, run again
i can’t help it
this is all i can do anyway
all i know is how to love you
run, run, run again
it’s okay to fall
run, run. run, again
it’s okay to get hurt
i’m alright, even if i can’t have you
pitiful destiny, point your finger at me

memories crumble like dried flower petals
at the tip of my fingers, under my feet
right behind your back
i’m chasing butterflies, so lost in dreams
i follow your traces
show me the way, please stop me
let me breathe

i run, run, run
i can’t stop
run, run, run again
i can’t help it
this is all i can do anyway
all i know is how to love you
run, run, run again
it’s okay to fall
run, run. run, again
it’s okay to get hurt
i’m alright, even if i can’t have you
pitiful destiny, point your finger at me
(run)
don’t tell me bye bye
(run)
you make me cry cry
(run)
love is a lie lie
don’t tell me, don’t tell me
don’t tell me bye bye",2015
Butterfly ,0.294,"don’t think of anything
don’t say anything, not even a word
just give me a smile

i still can’t believe it
all of this seems like a dream
don’t try to disappear

is it true is it true
you you
you’re so beautiful, that i’m scared

untrue untrue
you you you

will you stay by my side
will you promise me
if i let go of your hand, you’ll fly away and break
i’m scared scared scared of that

will you stop time
if this moment passes
as though it hadn’t happened
i’m scared scared scared i’ll lose you

butterfly like a butterfly
just like a butterfly bu butterfly

butterfly like a butterfly
just like a butterfly bu butterfly

you’re just like a butterfly
from afar, i steal glances; if we touch hands, will i lose you?
you shine in this pitch darkness that is the butterfly effect
your light touches, i forget the reality at once

it’s like a wind that gently strokes me
it’s like a dust that gently drifts along
you’re there but for some reason, i can’t reach you, stop
you, who’s like a dream is a butterfly high to me

untrue untrue
you you you

will you stay by my side
will you promise me
if i let go of your hand, you’ll fly away and break
i’m scared scared scared of that

will you stop time
if this moment passes
as though it hadn’t happened
i’m scared scared scared i’ll lose you

the small pieces guttered down darkly
from my heart, a barren noise
i don’t know if this is reality or a dream
my kafka on the shore
don’t go to those woods over there
my heart is still shattering on you
(i just wanted to vaporize like this)
my love that is forever
it’s all free for you baby

will you stay by my side
will you promise me
if i let go of your hand, you’ll fly away and break
i’m scared scared scared of that

will you stop time
if this moment passes
as though it hadn’t happened
i’m scared scared scared i’ll lose you

butterfly like a butterfly
just like a butterfly bu butterfly

butterfly like a butterfly
just like a butterfly bu butterfly",2015
Whalien 52,0.735,"yeah, the most lonely creature in the world
eh, do you want to know my story?
i’ve never told this to anybody
yeah, come on

in the middle of the vast ocean
one whale speaks softly and lonelily
the fact that no matter how much they shout, it won’t reach
makes them so gravely lonely that they quietly shut their mouths
of course i don’t care what‘s the matter or what i’ve now become
when loneliness is the only thing that stays by my side
i’ve become completely alone. it's a lock that fills sadness
someone says, “bastard, you’ve become a celebrity”
oh fuck that! so what?! nobody remains by my side and i'm fine on my own
these words that are easily said towards me quickly becomes a wall
even loneliness turns into something you can see

even if my breaths are blocked
because i’m confined in that wall
(i) head towards the surface of water above
hey oh, oh hey oh yeah

lonely lonely lonely whale
sing alone like this!
will i ever shine so brightly like a remote island?
lonely lonely lonely whale
like this, try calling once again
until this song that doesn’t have a response
reaches tomorrow

no more, no more baby
no more, no more
an endless signal will reach someday
everywhere, even to the other side of the earth

no more, no more baby
no more, no more
even the blind whales will be able to see me
today i sing again

the world will never know
how sad i am
my hurt is water and oil that can’t mix
so only above the surface of the water do i
breathe, and the interest (towards me) ends
a child in the lonely ocean
i want to make it known too
my value, everyday
i become sick with worry, the sticker always beneath my ear
never end… why is there no end and always hell?
as time goes by, it’s a neverland in a cold abyss!
but i always think, now
even if i sleep a shrimp’s sleep, my dreams are like that of a whale’s
the upcoming big praise will make me dance everyday
like me, ye i’m swimmin’

i go towards my future
that blue beach and
believe in my hertz
hey oh, oh hey oh yeah

lonely lonely lonely whale
sing alone like this!
will i ever shine so brightly like a remote island?
lonely lonely lonely whale
like this, try calling once again
until this song that doesn’t have a response
reaches tomorrow

mom said the sea is blue
she said to let out your voice as far as you can
but what to i do? it’s so dark here and there are only different whales speaking entirely different words!
i just can’t hold it, ma! i want to say i love you
alone, i look back at this music sheet that’s like a rotating song
this ocean is too deep
still, i’m lucky
(no one besides me knows of these tears.)
i’m a whalien

lonely lonely lonely whale
lonely lonely lonely whale
sing alone like this!
will i ever shine so brightly like a remote island?
lonely lonely lonely whale
like this, try calling once again
until this song that doesn’t have a response
reaches tomorrow

no more, no more baby
no more, no more
an endless signal will reach someday
everywhere, even to the other side of the earth

no more, no more baby
no more, no more
even the blind whales will be able to see me
today i sing again",2015
Ma City ,0.807,"wherever you live
wherever i live

i ran for a long time
i ran again for a long time
yeah i’ll be ridin' and i’ll be dyin’
in ma city

i don’t know what to say
even if i die, i can’t tell
even if you give me a hundred thousand dollars to live somewhere else
ah, no thanks
ilsan is where i want to be buried even after i die
it’s the city of the flower, city of mon
la festa and the western dom that are like home
the hugok academy that raised me during my young years, uh
the most harmonious place in the world, uh
nature and the city’s building and flowers, uh
me, who likes the ilsan lake park more than the han river
will hug you much more warmly, even though we’re small
when i feel like i’m forgetting myself
in that place, i find my old self
(i) remember everything, even your smell
you’re my summer autumn
winter and every spring

the busan beach there
say la la la la la
under the blue sky, this skyline
say la la la la la
ahjaedeul, put your hands up
ahjimae too, wave your hands
come to ma city

come to ma city
i hope that you’ll watch over me well
know how to party
the city that raised me
that’s right, baby baby
this is my city city
welcome to ma city

i ran for a long time
i ran again for a long time
yeah i'll be ridin' and i'll be dyin’
in ma city, city
ma city, ma city, yeah

i’m a south jeollado, gwangju's baby
even if my footsteps go to the mountains
it always goes to the summit of mt. mudeung, every day
my life is hot, the heat of the south
there’s no such thing as giving up on the law of this fierce heat
i put on a kia and i turn on the engine
bounce like crazy
with just one dance i raise my big dream of being a singer
now in front of reality (i do) music and i jump on stage
everyone saw, right? i put in passion
i’m gwangju’s hoshigi, the country’s 8 provinces gear up
if you want to see me then gather at 7
everyone dial it, 062 - 518

the busan beach there
say la la la la la
under the blue sky, this skyline
say la la la la la
ahjaedeul, put your hands up
ahjimae too, wave your hands
come to ma city

come to ma city
i hope that you’ll watch over me well
know how to party
the city that raised me
that’s right, baby baby
this is my city city
welcome to ma city

i was born in daegu, i was brought up in daegu
it’s a bit difficult to get a blood transfusion
my blue blood inside my body
this bastard in every album
talks about daegu
and doesn’t seem to get bored of it
you can think like that but
i’m a d-boy, that’s right i’m a d-boy
honestly speaking, in daegu
there’s nothing much to boast about
my birth is in itself, daegu’s pride
right? ah alright
there’s nothing to boast
but i can’t help but be proud, right?
ayo, i’m the most successful guy born in daegu
you will hear this kind of thing, listen well now
i’m daegu’s pride, a new generation, a new wind
daegu’s past, present, and future

come to ma city
i hope that you’ll watch over me well
know how to party
the city that raised me
that’s right, baby baby
this is my city city
welcome to ma city

i ran for a long time
i ran again for a long time
yeah i'll be ridin' and i'll be dyin’
in ma city, city
ma city, ma city, yeah

la la la la la la la la
la la la la la la la la
wherever i live, wherever i am
ma city, city
ma city, ma city, yeah yeah",2015
뱁새 (Silver Spoon/Baepsae) ,0.536,"they call me try-hard
our generation has had it hard
hurry, chase ’em
thanks to those that came before us i'm spread too thin
they call me try-hard
our generation has had it hard
hurry, chase ’em
my teachers were born with it all

at a part-time job,it's ""all for experience""
at school, there's the teachers
my superiors use violence
in the media they go on about ""the generation that's given up""

change the rules, change change
the ones' that came before us want to,want to maintain
but we can't do that, bang bang
this ain’t normal
this ain’t normal

ah, stop going on about ""effort"" and more ""effort""
ah, it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
as expected from the ones before us
ah, stop going on about ""effort"" and more ""effort""
ah,  it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance

as expected of them, they meet your expectations
as expected of them, they've earn their name
as expected of them, can just take it all
as expected of them, those that came before us

they call me try-hard
our generation has had it hard
hurry, chase ’em
thanks to those that came before us i'm spread too thin
they call me try-hard
our generation has had it hard
hurry, chase ’em
my teachers were born with it all

i have crow-tit legs,and you have stork's legs
they said, their legs are worth a million bucks
my legs are shorter, so how do you expect me to keep up?
they say ""it shouldn't matter since we're coming from the same place""
never never never

change the rules, change change
the ones' that came before us want to,want to maintain
but we can't do that, bang bang
this ain’t normal
this ain’t normal

ah, stop going on about ""effort"" and more ""effort""
ah, it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
as expected from the ones before us
ah, stop going on about ""effort"" and more ""effort""
ah,  it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
(as expected of them)

it’s my fault, you’re joking, right?
this is fair? oh are you crazy?
this is right?
you must be kiddin’ me
you must be kiddin’ me
you you must be kiddin’ me

ah, stop going on about ""effort"" and more ""effort""
ah, it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance
as expected from the ones before us
ah, stop going on about ""effort"" and more ""effort""
ah,  it makes my skin crawl
ah, try harder, ah, try harder
ah, you really don't have a chance

we're try-hards,we meet your expectations
we’re try-hards, we've earned that name
we’re crow-tit, lets all just get along well together
we’re try-hards,try hards

they call me try-hard
our generation has had it hard
hurry, chase ’em
thanks to those that came before us i'm spread too thin
they call me try-hard
our generation has had it hard
hurry, chase ’em
my teachers were born with it all",2015
고엽 (Autumn Leaves/Dead Leaves) ,0.307,"fall like those dry leaves
just falling without strength, my love
your heart just goes far away
i can’t catch you
i can’t catch you any more, any more
i can’t hold onto you, yeah

those fallen leaves that look so insecure
seem like they’re looking at us
if i touch your hand, even if it’s all at once
it seems like it’ll all become crumbs
i only looked
with the autumn wind
your words and expressions that become cold at some point
i can see that our relationship is fading
an empty relationship like the autumn sky
an ambiguous difference compared to before
today of all days, the much quieter night
one leaf left clinging to a branch
it’s shattering, i see the end
dead leaves becoming dried
the silence inside your aloof heart
please don’t leave me
please don’t leave me, crumbling dead leaves

i want the you that meets my eyes
i want the you that wants me again
please don’t leave me
please don’t fall
never never fall
don’t go far away

baby you, girl i can’t let you go
baby you, girl i can’t give up on you
like those falling dry leaves
this love, like dry leaves
never never fall
it’s fading

like all the dry leaves fall
like all the things i thought would last forever are leaving
you are my fifth season
even if i try to see you, i can’t look
you’re still green to me
even if the heart doesn’t move, it moves by itself
lingering feelings hung out piece by piece like laundry
only crimson memories fall
from above me
even if my branch doesn’t shake
they constantly fall
right, my love must fall
in order to rise
even when you’re near, my two eyes
are far away, it’s happening
i’m being thrown away like this
inside my memories, i become young again

never never fall yeah
never never fall yeah

i want the you that meets my eyes
i want the you that wants me again
please don’t leave me
please don’t fall
never never fall
don’t go far away

why can’t i give up on you yet
i hold on to these faded memories
is this greed?
i try to look back on these lost seasons
i try to turn back

burn them brightly, whoosh
it was all beautiful, right, our path
but they’ve all faded
dry leaves come down like tears
the wind blows and everything grows apart all day
the rain is falling and you’re shattering
until the very last leaf, you you you

i want the you that meets my eyes
i want the you that wants me again
please don’t leave me (oh)
please don’t fall (yeah)
never never fall
don’t go far away

baby you, girl i can’t let you go
baby you, girl i can’t give up on you
like those falling dry leaves
this love, like dry leaves
never never fall
it’s fading

never never fall
never never fall",2015
